steming_data,Score,Sentiment
gara gara apli kasih anjing pulsa gua potong hapus anjg play sotre atur lihat histori beli cuman game game doang pakai potong,-6,Negatif
berbayarpadhalcuma lihat nama kontak doang rugi langgan doankrb bulan mending hapus,-1,Negatif
bagus bagus gratis premium,2,Positif
aplikasi tahi sesuai iklan download sesal,-1,Negatif
aplh lihat kontak bayar ecekk huhu kembali gratis,2,Positif
apk rusak masuk verifikasi batal nomor apk sampah nih,-3,Negatif
premium kayak,1,Positif
premier lihat,1,Positif
susah loginnya gagal nomor email,-2,Negatif
bagus nomer refrensi,1,Positif
aplikasi tarik sulit masuk nya,-1,Negatif
tarik susah guna mohon developer kasih tutor guna agus ganz chanel tolong terimakasih,3,Positif
akurat deteksi panggil kenal,-1,Negatif
aplikasi cacat log error mulu,-3,Negatif
aplikasi bagus bantu tingkat kualitas ya ya,3,Positif
install uninstall reinstall susah login verifikasi blank,-1,Negatif
bagus banget sayang pengin lihat fitur bayar,2,Positif
tolong biaya mahal lihat bayar ya nomor,3,Positif
berlanggandan paket buka premiunknp langsung potong gopay syin rugi henti tolong kasih solusi,1,Positif
susah pakai ya,-1,Negatif
apklikasi bagus banget senang deh kontak cowok ku aneh aneh nama ya hehehe,2,Positif
lihat nama jelek bilang disimpen bagus bagus,-1,Negatif
registrasi nomor perifikasi wa wey anying gue pakai wa bisnis wa bisnis,2,Positif
mantap coba rasa rame nano nano pesawat garuda,-1,Negatif
biaya ya murah mahal premiu,2,Positif
bis tau tipu merek langgan premium tag nomor lihat,2,Positif
bantu deteksi nomor telepon data hand phone,-1,Negatif
gua daftar contact bisaaaa nge bug ngeleg lebih batas maksimum ti,-1,Negatif
henti langgan tarik biaya yamengecewakan,1,Positif
bagus informasi tampil,1,Positif
ngebet kali pengin kayak kena iklan cek tagar,-4,Negatif
apk ya bagus lihat isi kontak ya doi,2,Positif
maksimum verivikasi pasuk nomor verifikasi masuk thaek,-1,Negatif
bayar bayar iklan,-1,Negatif
ok tipu modus deteksi,-1,Negatif
aplikasi hilang sih nih aplikasi menggangu privasi guna nomor telepon,-1,Negatif
kasih akses data kontak ujung ujung suruh bayar keren,-3,Negatif
bagus sih buka kali indak akses,1,Positif
minggu buka get contact error kasih solusi,1,Positif
login susah banget sinyl bagus no tlpon coba,1,Positif
aplikasi ya bagus banget lacak nomor kenal pokok ya the best banget banget,4,Positif
keren pokok langgan detail,2,Positif
instal nrima kode verifiksi siipdhl dwlod iya langsung kode verifiksi,-1,Negatif
senang ubah aplikasi free suruh bayar,-1,Negatif
bantu getcontact shg aman ganggu telpon nyasar,-2,Negatif
aplikasi bagus tau nama ku kontak aplikasi,-3,Negatif
mudah bayar ya tarif premium,2,Positif
bagus aplikasi no telp masuk kenal tipu,-2,Negatif
bagus banget bantu filter nomer,1,Positif
aplikasi lola,-1,Negatif
nih aplikasi ok tingkat beda kosong kenal,-1,Negatif
langgan buka aplikasi kocak,-1,Negatif
fungsi,-1,Negatif
bantu deteksi nomor kontak,1,Positif
apk guna download gue saran download entar sesal kayak gue buang kuota,-2,Negatif
lihat tag,1,Positif
bagus sebenarnyasayang bayar premium ya,2,Positif
bagus bantu identifikasi telpon salah sambung dll,-2,Negatif
bayar worthit kasih gratis,1,Positif
aplksi ya bagus banget daftar brati hp oke mnit langsug,3,Positif
login gabiasa aneh banget kesini nih apk,1,Positif
langgan tag ya tambah beda free,3,Positif
bagus beli aplikasi bayar,-1,Negatif
download langsung update pakai bagus,1,Positif
aplikasi bagus banget suka tau nama kontak orgtpi,-1,Negatif
thanks bantu temu nama orang terbaikndah app,2,Positif
bantu nomer kontak thank lu,1,Positif
kasih fitur bias video call premium biar matap,-1,Negatif
login terus apk,-1,Negatif
kurang banyak iklan batas lihat nomer orang,-1,Negatif
aplikasi bagus banget sedia fitur gratis,2,Positif
download kagak potong pulsa beli play store rebu bikin apl rugi,-4,Negatif
buka,-1,Negatif
tolong baik verifikasi susah masuk,-2,Negatif
kecewa premium pakai,1,Positif
premium minimal kasih kali cek free,1,Positif
alkamdulillah aplikasi tenang aman percaya sukses ntukmu,1,Positif
kesini jelek apk login ya susah,-1,Negatif
download pas buka langsung suruh update sih,1,Positif
bantu moga tingkat kualitas,3,Positif
aplikasi kont lihat tagar bayar lihat ajg ajg,1,Positif
bantu cegah telepon tipu penganggugood job,1,Positif
good bantu no telpon nawarkan asuransi,1,Positif
bantu nali nomor kenal terimakasih,1,Positif
aplikasinyabagus kerentpi bug tag,1,Positif
hp pas habis download aplikasi ya nomor kenal nelfon ya download nih aplikasi aman,1,Positif
sempurna aplikasi ya saing aplikasi,-1,Negatif
resah privasi hehe suka kitah sv enak nih heheh moga aplikasi ridhio ya,1,Positif
aplikasi ngawor log pakai email pakai no hp ribet,-2,Negatif
getcontact bantu wa klwnterblok cepat pulih marketing wa i mnunjang kerja bxk getcontact,1,Positif
bagus aplikasi ya iklan ya,1,Positif
mendownload aplikasi pas buka buka coba verifikasi,1,Positif
ya apk iklan ya sayang bodoh youtub suka,2,Positif
bantu deteksi telp mutu,1,Positif
langgan sulit banget daftar,2,Positif
aplikasi bantu sayakarna ditelfon nomor dikenalterima kasih,-1,Negatif
panggil telepon verifikasi nomor hp masuk coba ulang kali,-2,Negatif
aplikasi ya bagus bantu ecek nomor orang,1,Positif
bantu bayar,1,Positif
suka amplikasi getcontack andai bayar senang,1,Positif
bayar ah,1,Positif
lumayan cek no hp owner karyawan belanja online cek tipu,-1,Negatif
tingkat premium saldo pulsa,2,Positif
masuk muter muter log verifykit kali muter pasuk nomor colong data sih masuk,-4,Negatif
lihat tags pakai true caller,1,Positif
best bagus apk ya tau nama kontak orang wajib download sih tau nama sv orang,-2,Negatif
daftar alas ya kirim kode verifikasi,1,Positif
login detail regristrasi nomor hp kayak kali benerin ya,1,Positif
kecewa banget loginnya ribet,1,Positif
bantu nomor kenal telpon,1,Positif
spam bintang fitur bayar tanda kembali,-2,Negatif
aplikasik no simpan hp,-1,Negatif
terimakasih ya aplikasi bagus trimakash,1,Positif
loginwa bot otomatis,1,Positif
bagus nama kontak orang,-1,Negatif
tagar ya batas,-1,Negatif
nomor kenal pribadi milik nomortsb,1,Positif
aplikasi bergunajadi tau kirim whatsapp download getcontact,-1,Negatif
bagus cuman minus bug,-1,Negatif
aplikasi ya bagus banget lihat cari kontak,1,Positif
aplikasi baik tracking orang bantu banget,-1,Negatif
nama kontak,-1,Negatif
serba premium,1,Positif
aplikasi manfaat filter panggil scam,-1,Negatif
bantu kontak kontak tipu,-1,Negatif
suka banget aplikasi getcontact tau orang orang nama aneh pokok suka,-1,Negatif
daowd komentar negatif iklan konsumen ubah pola pikir terimakasih,2,Positif
malesss banget premium nih,2,Positif
get contact ya buka kode maksud pakai vpn,1,Positif
bantu nama orang simpan kontak hp,-1,Negatif
aplikasi bayar tonton iklan,-2,Negatif
gratis iklan muncul deh rela,1,Positif
bisah buka ya nomer orang hp istri tau doang nama ya bagus sih aplikasi ya ok,2,Positif
dikitdikit premium kebelet haji kah,1,Positif
coba bayar ya pakai pulsa biar mudah beli paket,1,Positif
kali download lihat orang nama kontak bayar,1,Positif
mantap bantu nomor tipu,1,Positif
asik nih premium,2,Positif
pakai premium ribet,1,Positif
aplikasi donload mending deh guna ngabisin kuota,-1,Negatif
untung download aplikasi nomer telpon tau tipu,-2,Negatif
bagus sayang harga bayar mahal,2,Positif
masak kena limit search search doang suruh bayar bulan,-3,Negatif
bagus sih batas cari ya seru batas bosqu,-2,Negatif
kontak save muncul,-1,Negatif
banyak fiitur gratis beli biar tahu bagus aplikasi,1,Positif
bantu kontak daftar telp,1,Positif
tolong henti biat langgan premium,1,Positif
bantu nomor kenal masuk wa pribadi,-1,Negatif
gue donlod plstore tag cuman gwe coba donlot link youtube baca aplikasi jancokasubuang buang kuota cokbuat klean donlotdonlod auto nyeselll turunaningat sesal perbuatanjadi repot repot donlot biar gue sesal jangankalian kuatcamkan ikuu,-5,Negatif
verifikasi verifikasi telfon hubung eror masuk,-2,Negatif
aplikasi susah login ya banget verifikasi ngulang,-1,Negatif
aplikasi tolol masak beli lihat iklan ya langsung lihat tolol,1,Positif
langgan,1,Positif
aplikasi duituang potong shopeepayhati hati aplikasi,-3,Negatif
tolong getcontack layan wa buruk ku kirim link arah apk balas centang,-1,Negatif
bagus apk ya gratis alam semesta,2,Positif
verifikasi ya kelar kelar error ulang,2,Positif
pas no telepon kirim kode dasar aplikasi,1,Positif
potong uang gopay daftar langgan google play ya henti langgan google play ya daftar,2,Positif
suruh verifikasi kirim verifikasi,-1,Negatif
sumpa get kontak enak banget ribet app pakai,-1,Negatif
kadang telpon kenal masuk notif ringtone dengar,1,Positif
good sumpah guna banget nih apk asih tau no telpon tau nama contact wa,1,Positif
aplikasi ya ber pungsi log masuk baik aplikasi ya,-1,Negatif
aplikasi bagus kadang lambat,1,Positif
guna telpon spam,-1,Negatif
bantu urus telpon kualitas tingkat,2,Positif
suka sistem aplikasi mohon ubah kurang aplikasi,-4,Negatif
auto uninstall lihat tag orang bayarr payah,1,Positif
lihat tag bayar,1,Positif
ok sih membantuterkadang lhtnya lucu ketawa kasih nama aneh,2,Positif
tolong gua isi pulsa langgan langgananny sih,-1,Negatif
oke bantu kontak sedia,2,Positif
bagus bagus nomor kasih premium,1,Positif
cocok nama telpon,-1,Negatif
download suruh verifikasi buka wa suruh download wa ampun hapus malas,-4,Negatif
apknya bagus bantu ngetag ssya ya,1,Positif
aplikasi ya bagusjdi tau orang tanda,-2,Negatif
aplikasi tipu pasuk nomor suruh cek ulang nomor kocakk aplikasi tipu,-4,Negatif
aneh uninstall langgan ya,2,Positif
mohon bayar upgrednya,1,Positif
bantu kadang terdeksi terimakasih,2,Positif
masuk ribet pas pasuk kode ya masuk,-2,Negatif
download buka sesuai kecewa parah,1,Positif
bantu panggil kenal,-1,Negatif
nomor kartu angkaangka akhir dibacatolong baik,-1,Negatif
jelek aplikasi cumaa ya mohon tingkat min maaf,-1,Negatif
cobaklo bagus inpoin teman kasih bintang jelek modus,-2,Negatif
aplikasi ribet login ya gagal sesal gua download,-3,Negatif
bantu no telepon kenal,1,Positif
aplikasi ya bagus cek nama save orang,-1,Negatif
aplikasi ya sulit login download entar sesal habis paket,1,Positif
buka aplikasi minggu tempat orang kontak,-2,Negatif
paksa bayar kemarin lihat sapa cari bayar nih,-1,Negatif
coba coba download kawan uji coba gerat kali akun bank sambung hp tarik aplikasi ajar sopan pemberitahuan tari uang orang ajakalo nilai apalikasi gua kasih bintang,1,Positif
masuk aplikasi aplikasi jelek pokok,-4,Negatif
gue kasih bintang dllu ya bohong ya aplikasi download pikirpikir dllu habis ok,1,Positif
donwload ulang kali coba,1,Positif
ku apk terlaalu bagus mudah,-1,Negatif
aplikasi bantu moga get contact baik,-1,Negatif
apknya bagus batu hindar telephone spam,-1,Negatif
admin tolong deh tag orang takut spam juluk nama butuh antisipasi tipu apk lihat tag orang apk sampah sampah sampah fungsi tag juluk orang iji tipu,-4,Negatif
manfaat deteksi nomor kenal tks,1,Positif
apk bagus masuk masuksaran ganti nomer masuk getcontact pakai akun google sekian tenkiesss,-2,Negatif
manfaat n tolong premium bulan kurang harga,1,Positif
aplikasi bantu mudah cari informasi ada,-2,Negatif
kenal lihat tag nama bayar mending unistal nih apk,1,Positif
halo ya kode verifikasi ya muncul kali coba loh tolong,2,Positif
parah bayar iklan,-1,Negatif
malas bayar,-1,Negatif
bagus apknya terkadang eror mohon baik,-1,Negatif
bantu nama no kenal menelp,1,Positif
apknya sih bagus cuman biar lihat chat orang,2,Positif
kayak,-1,Negatif
update fitur bayar,1,Positif
aplikasi bagus banget aing senang banget tau nama contact pcr ku,1,Positif
premium,1,Positif
login fb google email verifikasi ya gagal ya sih,1,Positif
bantu temu nama guna,2,Positif
manfaat filter telepon masuk,1,Positif
apk gajlaslogin masuk kocakkkk,-1,Negatif
payah lihat tag an nomor orang aplikasi,1,Positif
susah ya daftar gampang tolong baik terimakasih,1,Positif
aplikasi get contact bantu bos,1,Positif
logout kena potong biaya premium,-1,Negatif
bagus banget moga fasilitas gratis heheh,3,Positif
bagus aplikasi contact no masuk,-2,Negatif
aplikasi bagus nomor save orang,-1,Negatif
kayak free lihat tag orang bayar sulit,1,Positif
maafkok verifikasi ya unduh whatsapp gagalsayaemang tau pakai aplikasi inisaya kasih bintang,-1,Negatif
guna bantu cocok cek nomer hp orang tipu,-1,Negatif
terkadang muncul nama no daftar,1,Positif
bayar,1,Positif
bagustpi sesuai tolong tambai fiturnya,1,Positif
good job devlover orang kenal nelpon download aplikasi asli orang tipu lihat lihat bantu subscribe yt angga gaming,3,Positif
download getcontact login kesel,-1,Negatif
lumayan bantu biaya ya lu cari tau no laah biar mudah,-1,Negatif
premium mata duit,1,Positif
bantu deteksi telp masuk kenal,-1,Negatif
apk an sih lihat teman gue sv pakai nama eh pas gue cek ulang apk nama sinden ayu teman gue cewek sv no gue kayak nih salah paket gue habis gara apk mohon maaf ya gue singgung milik apk mohon maaf baik ok,2,Positif
gratis,1,Positif
bagus bingung,1,Positif
bagus tampil ya wa ya kecewa,2,Positif
bantu nomer telp,1,Positif
informatif kontak simpan telepon,-1,Negatif
bagus banget aplikasi nya ecek nomer nipu tambah lacak nomer nipu ya kak biar alamat ya tinggal mana terima kasih,4,Positif
bagus download segeraa didownload apl percaya bukti,1,Positif
bantu premium gerat,1,Positif
premium lihat tanda,1,Positif
mantap bantu kena tipu untung aplikasi bantu,-1,Negatif
susah login verifikasi terang verifikasi matanyaaa mata,-2,Negatif
wih keren banget nih apk ya nyaman,3,Positif
gratis,1,Positif
login bintang rubah baik,-1,Negatif
mantap banget nama kontak tekan teman,2,Positif
slow respon realtime,2,Positif
download suruh update login,-1,Negatif
lumayan aplikasi tau informasi no masuk terimakasih,-2,Negatif
daftar verifikasi masuk gagal,-2,Negatif
kasih bintang dlukrena bingung kali verifikasi kali muncul jgtlong jelas kali cra kerja aplikasi,-1,Negatif
bayar pulsa aman,-1,Negatif
batal langgan getcontact butuh menginstal potong gopay tolg solusi,-1,Negatif
apk rusak kikir verification,1,Positif
update masuk gagal ya,-1,Negatif
informasi handal tingkat atribute lokasi online,1,Positif
wort data receh kontak,-2,Negatif
apk ya bagus ya pas buka suruh update tolong balas ya kak,3,Positif
masuk verifikasi nomer gagal uninstal,-2,Negatif
bintang kasih bintang aplikasi keren nomor tibatiba nge chat penipuuu wajib,-1,Negatif
bagus banget sih nomor kenal pas cek tipu,1,Positif
ngeceknya premium,1,Positif
bagus aplikasiny batu masalah bayar,-1,Negatif
bagus bantu perbyar gratis modal kuota,1,Positif
dasar apk haram nelusuri nomor kenal bayar,1,Positif
keren moga tahan,1,Positif
gue cuman iseng beli premium hapus aplikasi rangin pulsa gue njing,-3,Negatif
bagus tau nama simpan kontak orangorang sesuai,-1,Negatif
terimakasih tambah wawas tahu guna digital bijak,3,Positif
maaf langgan sana suruh bayar utang tolong hapus langgan langgan,1,Positif
bagus tau penghianat ya,1,Positif
rate deh prabayar mudah free akses,2,Positif
ok bantu info nomor telepon masuk abai,-2,Negatif
bantu spam vip kepo akun,-1,Negatif
pakai verifikasi ribet aplikasi ya sorry ya uninstall,-1,Negatif
aplikasi bagus sih cuman premium kasih gratis minggu,1,Positif
trial pas cek nomor orang cek,-1,Negatif
get contact bantu nomor telpon nomor kenal,-1,Negatif
aplikasi jelek dcoba kali masuk ganggu,-4,Negatif
data sesuai gakbisa ganti nomor aplikasi,-1,Negatif
sih bagus nmain kontak nya kntak pas cek nama,1,Positif
buka sekalipdhal baharu,-1,Negatif
masuk aplikasi langsung,-1,Negatif
apps bantu track telpon abai spam,-2,Negatif
aplikasi nih buka verivikasi akjn ngertiiii coba developer ribet pakai aplikasi login,-3,Negatif
detail apk deteksi panggil premium,1,Positif
bagus nomor kenal langsung cek bantu,1,Positif
aplikasi ya bagus banget lihat isi kontak ya sih doi deh,2,Positif
aplikasi indak download,-1,Negatif
suka aplikasi nama ku kontak nya moga depan nya aplikasi maju,-1,Negatif
mantap bantu no niat nipuatau tipu chat via by phone,2,Positif
aplikasi ya bagus lihat orang nama kontak keren deh,1,Positif
aneh verifikasi tulis kirim verifikasi kali verifikasi,1,Positif
kepo nomer nama orang nomer panggil jawab tau,-2,Negatif
wow apk ya sangant bantu tau nama did sv orang,1,Positif
buruk banyak iklan halang capekk baik cepat,-2,Negatif
aplikasi masak didownload kali coba download,-1,Negatif
bagus coba deh yuk cobainmakasih getcontact,1,Positif
error login uninstall,-1,Negatif
aplikasi ya bayar kagak sih takut ya bayar uang banya banget ulas bayar,1,Positif
aplikasi bagus bangetpokonya wajib banget donwload,-1,Negatif
aplikasiny bagus number kontak,1,Positif
mantap bantu nyaring telepon,1,Positif
bantu hubung nomor telpon simpan kontak telfon,-1,Negatif
iklan bayar mahal,1,Positif
premium premium cari,1,Positif
verivikasi nomor nomor ingat nomor sah,1,Positif
susah banget verivikasi nomer lambat verivikasi masuk sms,1,Positif
login coba instal ulang,1,Positif
bikin aplikasi miskin mintak biaya premium hahha,-1,Negatif
unduhdownload konyol serentak uninstall mahal banget gila,2,Positif
bayar,-1,Negatif
aplikasi ya bagus banget nomor orang nge save nomor,1,Positif
bantu aplikasi telpon masuk nomor kenal,-2,Negatif
kenal fungsi ya bagus,1,Positif
login coba kalifi hp beda login,-1,Negatif
get contact kerja pra bayar aplikasi bantu,-1,Negatif
aplikasi ribet kayak iklan ngentod,-3,Negatif
bagus dibamai orang salah aspek privasi buka,-2,Negatif
bayar kayak gratis,-1,Negatif
keren tau nelpon angkat ya bantu,1,Positif
login no biada pakai nomor,1,Positif
mmbantu bos mudah mula mantap,1,Positif
bantu no kontak,-1,Negatif
kecewa sih download premium tarif,1,Positif
aplikasi burik kayak update rusak,-2,Negatif
bukaaaaaaa loginnya jmgak buka,-1,Negatif
bagus ya langsung nomor kenalsemoga getcontact bagus,2,Positif
batas ngeceknya pengin ecek langgan,1,Positif
aplikasi ya bagus nih nge deteck tag kontak,1,Positif
baik pro harga ribu,1,Positif
apk login fbgoogleemailno hpwagk apk guna,1,Positif
suka banget getcontact lagid chat teman tuh tau teman semenjak pakai aplikasi tau deh orang kirim chat,1,Positif
kgk login doang ge ribet login huh,-2,Negatif
bantu mudah batas pakai gratis tambah,1,Positif
lumayan bagus sih beli apk sih,-1,Negatif
aplikasi getcontact daftar nama kontak terima kasih ya,1,Positif
nama kontak daftar,1,Positif
erti operasi telepon masuk kacau,-1,Negatif
telepon spam tau risih bgtdan tolong iklan rangin,-2,Negatif
pakai email masuk enak masuk parah,-3,Negatif
tolol verifikasi susah mending hapus nih apkaneh banget mudah pas masuk maxs verifikasi kagak hadeh,-4,Negatif
bantu no tahu susah kenal,-1,Negatif
bantu orang hubung nomor simpan kontak ybs,-1,Negatif
mudah cari contacts,-1,Negatif
verifikasi tulisanya verifikasi gimanasih login nih,-1,Negatif
premium,1,Positif
henti langgan krim mail apk,1,Positif
jelek verifikasi kasih nomor masuk masuk telfon layan buruk sesal download,-4,Negatif
aplikasi canggih praktis cepat aman pokok good,1,Positif
uji coba gratis saldo sedot,3,Positif
suruh bayar,-1,Negatif
bantu jam marak tipu via whatsapp,1,Positif
bantu tahan mantap getcontact,1,Positif
bayar ya loh,1,Positif
bagus bagus tau kasih nama kontak orang,-1,Negatif
beli premium potong izin,-1,Negatif
kecewa bayar lihat sv bayar,1,Positif
lamabanget verivikasi,-1,Negatif
login tunggu verikasinya tolong tingkat,1,Positif
fleksibel muas mahal,2,Positif
bapa lo pasuk no telp hilang terima kode masuk nomor sah asa seribet,-1,Negatif
nomor hubung skripsi orang hubung,-1,Negatif
mesti tingkat tingkat ya level,2,Positif
lihat orang iseng chat member premium banget,3,Positif
bagus sayang lihat lihat lihat ya ngawasin pacar,4,Positif
bagus sih apknya nama kontak cuman be,-1,Negatif
suka apk getcontact apk ya bantu orang nama kontak tunggu yuk download getcontact maksa,1,Positif
susah banget login ikut instruksi hasil,-1,Negatif
puas aplikasi nama kontak hp,1,Positif
manfaat bantu gratishehehe,1,Positif
haha berbayarskip iklan doang,1,Positif
bayar pakai doang,1,Positif
untung aplikasi hindar nama tipu get contact,-1,Negatif
gratis cari baca bayar tarif sih,-1,Negatif
hadu aplikasi banget dehnyesel downloadgabisa dibukaapa pakai tiktok hhahaha kocak,-1,Negatif
musti bayar menang download apps bayar,-1,Negatif
aplikasi ajing ya mudah pakai ah mala bayak iklanburik,-1,Negatif
tag nama kontak kenal,1,Positif
bagus sih aplikasi kyakx kurg akurat jgtdk baca,-1,Negatif
sayang bayar indomart simple,1,Positif
aplikasi ya daftar aplikasi ya jelek bae booooo,-1,Negatif
update ulang aplikasi ngacaujelek mles makea,-1,Negatif
kasih bintang dering aplikasi cap tanda guna,-2,Negatif
bantu temu nama orang sungguh,1,Positif
bagus aplikasi tinggal detail perangkat,1,Positif
kasih bintang pakai apknya ya mohon bantu tau tks,-1,Negatif
premium lihat pananda kontak mah,2,Positif
haruss premium bagus,1,Positif
apk ya bagus bantu katahuan save wa pakai nama,1,Positif
downloadudah habis gb download ulang,1,Positif
tolol bayar anjing,-2,Negatif
bayar gratis ketemu versi gratis,3,Positif
loading teruspadahal koneksi bagus,-1,Negatif
apk tolool pulsa gua sedot konfirmasi panjang premium,1,Positif
udahga cek no hp,-1,Negatif
guna telpon simpan kontak hp,1,Positif
tulis code error sih tolong mintak bantu ya,-1,Negatif
getcontact mudah sayang premium,1,Positif
aplikasi bagus sayang bayar andai free pakai,1,Positif
upgrade premium klik,1,Positif
lodang loding masuk pasuk email buka,-1,Negatif
verifikasiudah download verifikasikeluar teruspusing ah,1,Positif
bagus banget tolong iklan ya kurang,1,Positif
apk anjng ya gratis premium bulan tau tau ya pulsa gue potong anjng,-1,Negatif
apk jelek lihat iklan lihat nama hp orang kenpa pas download lihat orang tulis nama wa orang wa apk,3,Positif
aplikasi boot nebak nama kontak gam aplikasi ya,-1,Negatif
rating nama kontak,1,Positif
bagus manfaat harga mahal banding kompetitor,3,Positif
aplikasi bagus nama kontak,-1,Negatif
apk dwnld kali dwnld kembaliin kuota ku,-1,Negatif
bantu aplikasi get contact terimakasih,-1,Negatif
bagus bantu nomor telpon,1,Positif
ya error kemarin bagus mah,-1,Negatif
aplikasi langgar privasi harap dihapuskasian orang usaha sembunyi privasi ya bongkar gara apk,-2,Negatif
cari nomor pakai gratis beda kayak bayar,-2,Negatif
aplikasi manfaat pulsa potong,-2,Negatif
kasih bintang tag harus bayar gratis,-1,Negatif
lumayan bantu cari no kenal moga no lacak nama terimakasih,1,Positif
fitur,1,Positif
bagus banget lacak nama orang orang suka banget deh aplikasi,1,Positif
terimakasihgara aplikasi hubung hancur tengkar,-2,Negatif
aplikasi bikin bingung masuk cepat whatsapp bikin gagal,-3,Negatif
coba bos akurat aplikasi terima kasih,1,Positif
aplikasi bagus bagus kontak nama,-1,Negatif
cek tipu free kudu bayar lihat tag nama nomor kenal,1,Positif
aplikasi ribet login susah proses,-2,Negatif
aplikasi kikir pelit masabanyak cuih,1,Positif
bantu identifikasi kontak orang niat jahat marak,-1,Negatif
apasih anjg get kontak lihat nomor orang mah bayar,-1,Negatif
pulsa langsung sedot premium langgan,2,Positif
tambah update tambah fungsi nih apk,2,Positif
alhamdulillah aplikasi hawatir no kontak terhapu,-1,Negatif
apl gj iklan close pakai fungsi utama apl bayar haus uang,-1,Negatif
masuk ya bayar nih app,-1,Negatif
susah ferivikasisudah lankah ya mudah ribet,-1,Negatif
apk ya tolong baik biar cepat berat,1,Positif
masuk verifikasi sih,-1,Negatif
bagus kurang premium bayar,1,Positif
mantap beban uang ambil wifi daja,-1,Negatif
aplikasi jelek login suruh verifikasi plis download aplikasi jelek banget sumpah,-4,Negatif
bagus bantu kurang komunikasi liar,-1,Negatif
bulan bulan mahal,-1,Negatif
get contact pakai login aman login nutup jalan min,1,Positif
bayar bayar lihat tanda,-1,Negatif
app gue hapus langgan hapus eh pas pulsa gue ambil,-2,Negatif
bantu tahu kontak,1,Positif
aplikasi ya mantap orang cari no teks aplikasi,-2,Negatif
bagus guna bantu cek telp masuk,-1,Negatif
good malas premium kasih free biar berkah apk ya,4,Positif
sayang aplikasi beli premium gratis,1,Positif
manfaat cek milik kontak trimakasih get contak,2,Positif
apk kebelet haji dikit dikit premium kocak,-2,Negatif
pakai sdgkan verifikasi no gagal nomor,-1,Negatif
hai server masuk ya aplikasi henti,-1,Negatif
tolong kirim pesan hubung identitas,1,Positif
aplikasi bagus kadangkadang suka eror kasih bintang,-2,Negatif
aplikasi bikin overthingking doang gapapa tau doimantan asih nama luvv lu aplikasi over thingking,-3,Negatif
bagussaya liatsiapa mantau no istri sayaterima kasih getcontact,-1,Negatif
verifikasi no telepon sulit banget jam ya kali no abal abal no dipakek niat bikin aplikasi,1,Positif
bantu no hubung,1,Positif
aplikasi sampah masuk tulis no hp salah salah,-5,Negatif
apk ya bagus cuman kurang ya iklan ya,2,Positif
bantu tau telpon kontak,-1,Negatif
cek nomor premium nomor cek takut tipu tipu,-1,Negatif
premium kah,1,Positif
bantu modus tipu,-1,Negatif
gara gara pencet bayar mbatalin nih mbatalin,-3,Negatif
bagus banget aplikasi ya tau nelfon tipu,1,Positif
bagus bagus sih cuman gue kepo bikin nama gue aneh anda fitur ecek bikin nama gue,-1,Negatif
pakai verifikasi auto hapus tau apl bagus,-2,Negatif
apk payah banyak bintang bintang ya kecewa,1,Positif
terima kasih bantu deteksi lokasi temu,2,Positif
bagus banget manfaat,2,Positif
aplikasi bagus cari batas,-3,Negatif
guna gratis menang min,2,Positif
like gratis,1,Positif
banget get contact nih apk gue tau nama crush akdhsknskanshsn sukaka banget deh pokok nya lovv,1,Positif
coba berkalikali verifikasi log ya,1,Positif
aplikais download verifikasi nomor hp kali,1,Positif
donlod apk kagak ya bikin spam iklan virus hp,-1,Negatif
login nomor telpon tunggu kode verifikasi kode munculmuncul,-2,Negatif
app bagus medeteksi telepon masuk,-1,Negatif
bantu nomor tanggung,-1,Negatif
cek kontak orang batas wkwk,-2,Negatif
aplikasi kocak tunggu batas limit cari eh reset suruh tunggu,-5,Negatif
bantu banget lihat tag premium,3,Positif
suruh verifikasi notif sms kga masuk,-2,Negatif
manfaat aplikasi moga pakai aplikasi getcontact bantu,1,Positif
mohon baik sistem nilai ya hindar orang asalasalan tanda,1,Positif
susah banget verivikasiudh coba kali,1,Positif
lihat tag orang iya lihat tag orang premium,3,Positif
untuk get contact tolong tag nama bayar save mohon get contact,1,Positif
lega filter telpon masuk telpon spam,-2,Negatif
apk suruh bayar mulu ngebet banget pengin hj ya,1,Positif
masak lihat kontak orang arus bayar,1,Positif
aplikasi bantu temu kontak kenal,1,Positif
tolong kasih hapus comentar get contact sayangat mengaggu nyaman terimakasih,1,Positif
aplikasi ya lihat tag bayar ya aplikasi ya,2,Positif
premium limit developer pelit iuh,1,Positif
kembali gtc,1,Positif
bayar lihat tag rame pakai gratis,2,Positif
tau lihat tag mending dowload ngabisin data ajayg dowload mikir langgan,1,Positif
aplikasi ya log ribet banget sesal donlod akhirnua log dj dhpus lgii,1,Positif
bagusterbaik kontak bahaya,-1,Negatif
membatucuman bayar gratis cuman,1,Positif
aplikasi bantu kerja hemat,-1,Negatif
ngerefund langgan langgan email gprnh dibales pulsa gua kuliah hilang,-1,Negatif
login pakai akun google masuk update,-1,Negatif
pakai habis tuh bayar wkwkwk,1,Positif
get contact apaapa bayar pilih copot apk ya,-1,Negatif
muas guna bantu tau nomor kenal nelpon,1,Positif
apk ya jelek kayak kemarin gratis serba bayar apk busuk,-1,Negatif
buka applikasinya over close,-1,Negatif
bagus tau orang asing ngechat aplikasi ya bagus mudah pakai,-1,Negatif
apalikasi pakai bayar premium,1,Positif
bagus jelek apk unfaedah,-1,Negatif
